id,province,district,subdistrict,address,property_type,total_units,bedrooms,baths,floor_area,floor_level,land_area,latitude,longitude,nearby_stations,nearby_station_distance,nearby_bus_stops,nearby_supermarkets,nearby_shops,year_built,month_built,facilities,price
10843184,Nonthaburi,Mueang Nonthaburi,Bang Khen,Bang Khen,Townhouse,1027.0,2.0,2.0,64,1,64.0,13.8545322,100.5352367,0,Unknown,15.0,11.0,20,2000,March,['Covered car park'],2590000
10034796,Bangkok,Bang Na,Bang Na,ถนน บางนา - ตราด,Condo,1008.0,1.0,1.0,70,1,68.0,13.673626,100.633613,0,Unknown,14.0,11.0,20,2016,March,[],3700000
10643393,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet Road,Condo,989.0,1.0,1.0,41,9,72.0,13.859042,100.519734,1,"[['PP11 Nonthaburi Civic Center MRT', 740]]",15.0,6.0,12,2014,September,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Spa pool', 'Steam bath', 'Wading pool']",2560000
11033020,Bangkok,Khlong Toei,Phra Khanong,"55 Soi Sukhumvit 36, Sukhumvit Road",Condo,496.0,1.0,1.0,41,8,76.0,13.721547,100.576713,2,"[['E6 Thong Lo BTS', 290], ['E7 Ekkamai BTS', 930]]",16.0,15.0,20,2016,December,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Mini-Mart', 'Open car park', 'Sauna', '24 hours security', 'Spa pool', 'Steam bath', 'Swimming pool']",7500000
10980369,Nonthaburi,Mueang Nonthaburi,Bang Rak Noi,Bang Rak Noi,Townhouse,622.3333333333334,4.0,3.0,180,1,80.0,13.8821875,100.4580469,1,"[['PP06 Bang Rak Noi Tha It MRT', 880]]",18.0,14.0,9,2000,February,['Covered car park'],5500000
11007181,Nonthaburi,Mueang Nonthaburi,Sai Ma,Sai Ma,Townhouse,748.6666666666666,4.0,2.0,100,1,76.0,13.8619625,100.4690469,1,"[['PP07 Sai Ma MRT', 970]]",19.0,2.0,1,2000,November,[],3590000
10807851,Bangkok,Chatuchak,Lat Yao,888 Vibhavadi-Rangsit Road,Condo,875.0,1.0,1.0,35,14,126.0,13.838470000000001,100.558087,2,"[['RN03 SRT Wat Samian Nari', 370], ['RN04 SRT Bang Khen', 980]]",20.0,3.0,6,2016,May,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Jogging track', 'Lift lobby', 'Pavillion', '24 hours security', 'Swimming pool']",3650000
11007470,Samut Prakan,Bang Phli,Bang Phli Yai,Nam Daeng Road Yai,Detached House,800.0,3.0,2.0,120,1,176.0,13.614196,100.68061,0,Unknown,20.0,9.0,5,2000,March,"['Clubhouse', 'Community Garden', 'CCTV', 'Pavillion', '24 hours security', 'Swimming pool']",4200000
10161741,Bangkok,Pathum Wan,Lumphini,28 Chit Lom Alley,Condo,425.0,1.0,1.0,34,1,185.0,13.746757157,100.5440855423,3,"[['E1 Chit Lom BTS', 330], ['E2 Ploen Chit BTS', 640], ['A7 Ratchaprarop Airport Link', 940]]",20.0,19.0,20,2019,September,"['Basement car park', 'Fitness corner', '24 hours security', 'Steam bath', 'Swimming pool', 'Wading pool']",9800000
8457521,Samut Prakan,Bang Phli,Bang Phli Yai,เทพารักษ์ Yai,Detached House,468.0,3.0,2.0,72,1,195.0,13.6054593,100.6943837,0,Unknown,20.0,3.0,7,2000,September,[],2500000
10568471,Nonthaburi,Mueang Nonthaburi,Suan Yai,พิบูลสงคราม,Detached House,511.0,4.0,3.0,176,2,204.0,13.82827348,100.5024156455,0,Unknown,20.0,4.0,1,2000,November,"['Covered car park', 'Clubhouse', 'Playground', '24 hours security']",7900000
10579881,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,Bang Rak Pattana,Townhouse,554.0,2.0,2.0,208,1,128.0,13.8901265882,100.406513811,1,"[['PP01 Khlong Bang Phai MRT', 260]]",18.0,8.0,13,2000,August,"['Club', 'Playground', 'Swimming pool']",2199000
10612226,Bangkok,Huai Khwang,Huai Khwang,411 PrachaUthit road,Condo,597.0,1.0,1.0,42,8,176.0,13.772474,100.580076,1,"[['BL18 Huai Khwang MRT', 930]]",15.0,20.0,20,2011,June,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Swimming pool']",3900000
10903018,Nonthaburi,Bang Yai,Bang Mae Nang,Bang Mae Nang,Detached House,1463.5,3.0,3.0,140,1,224.0,13.8671875,100.3763906,0,Unknown,12.0,4.0,2,2000,May,[],5800000
10357809,Bangkok,Huai Khwang,Huai Khwang,Rama 9 Road,Condo,2330.0,1.0,1.0,34,5,207.0,13.756497739,100.5713340688,1,"[['BL20 Phra Ram 9 MRT', 690]]",10.0,14.0,20,2010,June,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Launderette', 'Mini-Mart', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",2890000
10300666,Nonthaburi,Mueang Nonthaburi,Talat Khwan,ติวานนท์ ติวานนท์,Condo,166.0,1.0,1.0,30,5,190.0,13.850101,100.509704,1,"[['PP12 Ministry of Public Health MRT', 570]]",8.0,9.0,8,2013,August,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1400000
10901508,Nonthaburi,Mueang Nonthaburi,Bang Khen,"107, 109 Moo 9, Soi Duangmanee, Ngamwongwan Road",Condo,366.0,2.0,2.0,47,1,172.0,13.844599,100.529109,0,Unknown,5.0,13.0,1,2014,July,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Jogging track', 'Lift lobby', '24 hours security', 'Swimming pool']",1900000
10832299,Bangkok,Watthana,Khlong Tan Nuea,"889 Soi Sukhumvit 55, Thonglor Road",Condo,447.0,1.0,1.0,43,17,155.0,13.7372155506,100.5833727877,0,Unknown,20.0,17.0,20,2010,January,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",8490000
9826408,Samut Prakan,Bang Phli,Bang Kaeo,555 Lasalle Road,Condo,878.0,1.0,1.0,60,11,138.0,13.6504034832,100.6463276323,0,Unknown,5.0,9.0,5,2012,October,"['Car Park', 'Community Garden', 'CCTV', 'Eateries', 'Fitness corner', 'Lift lobby', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",2550000
10688694,Bangkok,Chatuchak,Chom Phon,"Soi Vibhavadi Rangsit 3, Vibhavadi Rangsit Road",Condo,736.0,1.0,1.0,29,17,121.0,13.7972176771,100.5584983227,2,"[['BL13 Chatuchak Park MRT', 780], ['N8 Mo Chit BTS', 780]]",9.0,11.0,20,2019,December,"['Basketball court', 'Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Game room', 'Launderette', 'Lounge', 'Mini-Mart', 'Multi-purpose hall', 'Pavillion', '24 hours security', 'Swimming pool']",3290000
11028433,Bangkok,Phasi Charoen,Bang Wa,Kanlapaphruek Road,Condo,1250.0,1.0,1.0,41,6,104.0,13.710545,100.449838,1,"[['BL35 Phetkasem 48 MRT', 680]]",12.0,4.0,9,2007,April,"['Car Park', ""Children's Playground"", 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1990000
9557264,Bangkok,Ratchathewi,Thanon Phaya Thai,Ayutthaya Road,Condo,258.0,1.0,1.0,61,1,86.0,13.756957,100.539258,3,"[['A7 Ratchaprarop Airport Link', 370], ['A8 Phaya Thai Airport Link', 480], ['N2 Phaya Thai BTS', 590]]",16.0,14.0,20,2017,November,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Swimming pool']",7280000
10852455,Bangkok,Suan Luang,Suan Luang,"Soi Phatthanakan 26, Phatthanakan Road",Condo,1482.0,2.0,2.0,45,7,69.0,13.736117212,100.6169253619,0,Unknown,20.0,9.0,5,2012,June,"['Basketball court', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Launderette', 'Mini-Mart', 'Multi-purpose hall', 'Playground', '24 hours security', 'Swimming pool']",2750000
10997101,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Samrong Nua,Townhouse,1094.6666666666667,2.0,1.0,50,1,52.0,13.649435,100.5970048,1,"[['E15 Samrong BTS', 380]]",20.0,15.0,20,2000,September,[],1990000
10539817,Nonthaburi,Bang Yai,Sao Thong Hin,Sao Thong Hin,Townhouse,707.3333333333334,3.0,2.0,92,1,144.0,13.8801875,100.3999375,0,Unknown,2.0,11.0,13,2000,October,[],3200000
10817457,Nonthaburi,Bang Kruai,Bang Si Thong,Bangkruai - Sai Noi 26 Road,Detached House,320.0,4.0,3.0,170,1,248.0,13.809332,100.482304,0,Unknown,6.0,7.0,2,2017,August,"['Clubhouse', 'Community Garden', 'CCTV', '24 hours security', 'Swimming pool']",6000000
10640927,Bangkok,Khlong Sam Wa,Sam Wa Tawan Ook,42/1 Nimit Mai Road,Detached House,765.0,2.0,2.0,88,1,92.0,13.8836626942,100.7319239767,0,Unknown,11.0,2.0,3,2000,March,"['Clubhouse', 'Community Garden', 'Fitness corner', '24 hours security', 'Swimming pool']",1890000
11031088,Samut Prakan,Bang Bo,Bang Bo,"Soi ABAC Bangna, Bangna-Trad Road Km 26",Condo,1210.0,1.0,1.0,30,1,152.0,13.6037002845,100.8472180529,0,Unknown,16.0,3.0,1,2017,January,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1200000
10823443,Bangkok,Khan Na Yao,Khan Na Yao,Serithai Road,Detached House,972.6666666666666,3.0,2.0,150,1,212.0,13.7943054232,100.6884095888,0,Unknown,20.0,4.0,3,2000,July,"['Community Garden', 'CCTV', '24 hours security']",7200000
9944584,Bangkok,Phaya Thai,Sam Sen Nai,Phaholyothin,Condo,735.3333333333333,1.0,1.0,34,7,209.0,13.786506,100.5482,3,"[['N6 Sena Ruam BTS', 160], ['N7 Saphan Kwai BTS', 810], ['N5 Ari BTS', 860]]",17.0,9.0,20,2012,October,['Covered car park'],3350000
7778002,Bangkok,Prawet,Prawet,Chalermprakiat 9 Road,Condo,498.0,1.0,1.0,30,5,206.0,13.727254,100.69744,1,"[['A3 Ban Thap Chang Airport Link', 950]]",14.0,5.0,4,2016,March,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",1600000
11031524,Bangkok,Watthana,Khlong Tan Nuea,Soi Sukhumvit 39,Condo,323.0,1.0,1.0,35,3,203.0,13.740154,100.572601,0,Unknown,11.0,12.0,16,2021,June,"['Car Park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3390000
10912969,Nonthaburi,Mueang Nonthaburi,Bang Rak Noi,Soi Bang Rak Noi 16,Detached House,1100.0,3.0,2.0,120,1,200.0,13.8697125224,100.4624603893,2,"[['PP07 Sai Ma MRT', 410], ['PP06 Bang Rak Noi Tha It MRT', 960]]",12.0,4.0,4,2000,July,"['Basketball court', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Jacuzzi', 'Sauna', '24 hours security', 'Swimming pool', 'Tennis courts']",5600000
8596148,Bangkok,Thon Buri,Dao Khanong,15 Ratchadaphisek,Condo,274.0,1.0,1.0,35,4,150.0,13.7129699439,100.4781113016,3,"[['S10 Talat Phlu BTS', 220], ['B12 Ratchaphruek BRT', 360], ['S11 Wutthakat BTS', 1000]]",14.0,7.0,19,2011,June,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2590000
10644243,Bangkok,Sai Mai,Khlong Thanon,Thanon Phoem Sin,Townhouse,187.0,2.0,2.0,96,1,100.0,13.903383999999999,100.647364,0,Unknown,16.0,3.0,2,2019,December,"['Car Park', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3650000
7682860,Bangkok,Chatuchak,Chom Phon,Ladprao Road,Condo,497.0,1.0,1.0,28,1,99.0,13.805223,100.574215,2,"[['BL15 Lat Phrao MRT', 140], ['BL16 Ratchadaphisek MRT', 690]]",17.0,9.0,9,2017,February,"['Car Park', 'Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', 'Lounge', 'Open car park', '24 hours security', 'Sky Lounge', 'Spa pool']",5000000
10843392,Bangkok,Chatuchak,Chom Phon,432 Ladprao Road,Condo,514.0,1.0,1.0,30,8,98.0,13.806067,100.572731,2,"[['BL15 Lat Phrao MRT', 40], ['BL16 Ratchadaphisek MRT', 820]]",18.0,8.0,9,2017,December,"['Amphitheatre', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Library', 'Mini-Mart', 'Sauna', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Tennis courts']",4190000
11011221,Bangkok,Bang Kapi,Hua Mak,Ramkhamhaeng Road,Condo,2073.0,1.0,1.0,28,12,97.0,13.76054,100.628033,0,Unknown,20.0,11.0,7,2022,July,"['Basketball court', 'Car Park', ""Children's Playground"", 'CCTV', 'Fitness corner', 'Meeting room', 'Sauna', '24 hours security', 'Sky Lounge', 'Swimming pool']",2700000
7469254,Bangkok,Bang Sue,Wong Sawang,ฺฺBangkok-Nonthaburi Road,Condo,1232.0,1.0,1.0,26,21,96.0,13.8305384846,100.5251596295,1,"[['PP14 Wong Sawang MRT', 180]]",14.0,3.0,3,2016,December,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2530000
6158018,Nonthaburi,Mueang Nonthaburi,Sai Ma,Saima Soi 7 Road,Condo,606.0,2.0,2.0,65,8,95.0,13.8778129194,100.4746494577,0,Unknown,7.0,2.0,2,2017,November,"['Covered car park', 'CCTV', 'Lounge', 'Pavillion', '24 hours security', 'Swimming pool', 'Wading pool']",6990000
10942272,Nonthaburi,Mueang Nonthaburi,Sai Ma,115 Rattanathibet Road,Condo,1325.0,1.0,1.0,29,1,94.0,13.8695902481,100.466331541,1,"[['PP07 Sai Ma MRT', 80]]",12.0,4.0,3,2012,June,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",1390000
10161749,Bangkok,Huai Khwang,Sam Sen Nok,295 Sutthisarn Winitchai Road,Condo,485.0,1.0,1.0,25,7,93.0,13.789487,100.58892,0,Unknown,17.0,6.0,7,2008,December,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",1290000
11023185,Bangkok,Phra Khanong,Bang Chak,324 ซอยสุขุมวิท 64 ถนนสุขุมวิท แขวงบางจาก พระโขนง กทม.,Condo,168.0,1.0,1.0,23,7,91.0,13.690037,100.604237,2,"[['E11 Punnawithi BTS', 190], ['E10 Bang Chak BTS', 760]]",18.0,5.0,9,2017,August,"['Covered car park', 'Club', 'CCTV', 'Fitness corner', 'Pavillion', '24 hours security', 'Swimming pool']",1500000
10906322,Bangkok,Sathon,Thung Maha Mek,599 Naradhiwas Rajanagarindra Road,Condo,726.0,2.0,1.0,44,30,90.0,13.7168912685,100.5334080344,3,"[['B2 Arkan Songkhro BRT', 80], ['B3 Technic Krungthep BRT', 490], ['B1 Sathorn BRT', 550]]",20.0,16.0,15,2019,July,"['Basement car park', 'Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Library', 'Lounge', 'Pavillion', '24 hours security', 'Swimming pool', 'Wading pool']",8000000
10609359,Bangkok,Khlong Toei,Phra Khanong,ซอยสุขุมวิท 50 ถนนสุุขุมวิท แขวงพระโขนง เขตคลองเตย กทม.,Condo,154.0,1.0,1.0,29,4,89.0,13.705415,100.597342,1,"[['E9 On Nut BTS', 390]]",18.0,9.0,13,2018,October,"['Covered car park', 'Club', 'CCTV', 'Fitness corner', 'Launderette', 'Library', '24 hours security', 'Swimming pool']",3960258
11027114,Bangkok,Watthana,Phra Khanong Nuea,11 Soi Sukhumvit 77 Sukhumvit Road,Condo,711.0,1.0,1.0,26,18,88.0,13.712968,100.600038,2,"[['E9 On Nut BTS', 860], ['E8 Phra Khanong BTS', 990]]",17.0,15.0,18,2015,December,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Open car park', '24 hours security', 'Swimming pool']",2590000
10840782,Samut Prakan,Bang Phli,Nong Prue,"33/11 Soi Karnchanapisek 39, Karnchanapisek Road",Condo,822.0,1.0,1.0,24,3,87.0,13.6830378333,100.7059476647,0,Unknown,15.0,3.0,5,2014,January,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",1190000
11015092,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,72 Soi Sukhumvit Sukhumvit Road,Condo,987.0,1.0,2.0,71,1,86.0,13.6593142974,100.5975552692,1,"[['E14 Bearing BTS', 460]]",14.0,7.0,20,2017,January,"['BBQ pits', 'Car Park', 'Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Gymnasium room', 'Jogging track', 'Library', 'Lift lobby', 'Multi-purpose hall', 'Open car park', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",6600000
10936319,Bangkok,Khlong Toei,Phra Khanong,"55 Soi Sukhumvit 36, Sukhumvit Road",Condo,496.0,1.0,1.0,33,8,85.0,13.721547,100.576713,2,"[['E6 Thong Lo BTS', 290], ['E7 Ekkamai BTS', 930]]",12.0,15.0,20,2016,December,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Mini-Mart', 'Open car park', 'Sauna', '24 hours security', 'Spa pool', 'Steam bath', 'Swimming pool']",6990000
11040801,Nonthaburi,Bang Bua Thong,Lam Pho,ทางหลวงหมายเลข9,Townhouse,994.3333333333333,3.0,2.0,80,1,84.0,13.9520125,100.4268906,0,Unknown,11.0,1.0,1,2000,August,[],1850000
11004089,Nonthaburi,Bang Kruai,Bang Khun Kong,Nakorn In Road,Detached House,1492.6666666666665,3.0,3.0,210,1,288.0,13.82567629,100.45272681349999,0,Unknown,9.0,4.0,5,2010,November,"['Community Garden', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Swimming pool']",8900000
10930788,Bangkok,Huai Khwang,Huai Khwang,131 Rama 9 Road,Condo,1991.0,1.0,1.0,48,19,264.0,13.760072,100.569425,2,"[['BL20 Phra Ram 9 MRT', 540], ['BL19 Thailand Cultural Centre MRT', 620]]",8.0,13.0,20,2015,December,"['Car Park', 'Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Open car park', 'Pool Deck', 'Playground', '24 hours security', 'Swimming pool']",6900000
10851980,Bangkok,Bang Rak,Si Phraya,Si Phraya Road,Condo,181.0,1.0,1.0,35,17,240.0,13.7314476695,100.5233473411,1,"[['BL27 Sam Yan MRT', 690]]",8.0,14.0,20,2021,December,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",6380000
10989916,Samut Prakan,Bang Phli,Racha Thewa,Lat Krabang Road,Detached House,1337.0,3.0,2.0,120,1,216.0,13.714717,100.7251718,0,Unknown,7.0,12.0,10,2018,December,"['Car Park', 'Clubhouse', 'Community Garden', 'Community Plaza', 'CCTV', 'Fitness corner', 'Jogging track', 'Mini-Mart', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",7100000
8160936,Bangkok,Chatuchak,Chom Phon,Ladprao Road,Condo,497.0,1.0,1.0,28,1,193.0,13.805223,100.574215,2,"[['BL15 Lat Phrao MRT', 140], ['BL16 Ratchadaphisek MRT', 690]]",10.0,9.0,9,2017,February,"['Car Park', 'Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', 'Lounge', 'Open car park', '24 hours security', 'Sky Lounge', 'Spa pool']",4549100
11029944,Bangkok,Din Daeng,Din Daeng,622 Asoke-Dindang,Condo,439.0,1.0,1.0,35,1,171.0,13.757318099999999,100.559286,2,"[['BL20 Phra Ram 9 MRT', 620], ['A6 Makkasan Airport Link', 760]]",14.0,11.0,20,2009,December,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2240000
11029817,Nonthaburi,Pak Kret,Khlong Kluea,Chaeng Watthana Rd.,Condo,376.0,2.0,1.0,59,8,148.0,13.89606084,100.5540530816,0,Unknown,17.0,6.0,8,2014,May,"['Covered car park', ""Children's Playground"", 'Fitness corner', 'Jacuzzi', 'Multi-purpose hall', 'Sauna', '24 hours security', 'Swimming pool']",5000000
10738346,Bangkok,Watthana,Khlong Tan Nuea,"199 Soi Sukhumvit 63, Sukhumvit Road",Condo,135.0,2.0,2.0,72,1,125.0,13.7309337501,100.5863846908,0,Unknown,20.0,17.0,20,2008,June,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",9600000
10938937,Bangkok,Ratchathewi,Thanon Phetchaburi,188 Phetchaburi Road,Condo,575.0,1.0,1.0,64,21,103.0,13.7550020009,100.5262037705,3,"[['N1 Ratchathewi BTS', 660], ['N2 Phaya Thai BTS', 840], ['A8 Phaya Thai Airport Link', 950]]",18.0,9.0,16,2013,June,"['Car Park', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', 'Mini-Mart', 'Sauna', '24 hours security', 'Swimming pool', 'Wading pool']",6890000
10983367,Nonthaburi,Mueang Nonthaburi,Bang Khen,Bang Khen,Townhouse,1006.6666666666667,3.0,3.0,190,1,80.0,13.8545322,100.5352367,0,Unknown,15.0,11.0,20,2000,May,[],4500000
10179050,Bangkok,Bueng Kum,Nawamin,51/5 ประเสริฐมนูกิจ,Townhouse,1438.3333333333335,2.0,3.0,140,1,72.0,13.8088125,100.6358125,0,Unknown,12.0,4.0,2,2000,August,[],6300000
10839339,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,Janthongeam Road,Condo,1870.0,1.0,1.0,23,1,184.0,13.88957,100.405623,1,"[['PP01 Khlong Bang Phai MRT', 370]]",10.0,9.0,13,2015,December,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Library', '24 hours security', 'Swimming pool']",930000
10736978,Bangkok,Bang Khen,Tha Raeng,สุขาภิบาล5,Detached House,1031.0,3.0,3.0,200,1,296.0,13.8673125,100.6579844,0,Unknown,7.0,4.0,2,2000,July,"['Covered car park', 'CCTV', 'Playground', '24 hours security']",6490000
10956999,Nonthaburi,Bang Kruai,Sala Klang,Atchariya Phatthana 2 Road,Detached House,192.0,4.0,3.0,202,1,200.0,13.8112828138,100.3478075068,0,Unknown,5.0,2.0,2,2021,December,"['Car Park', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Swimming pool']",5900000
10595995,Bangkok,Saphan Sung,Saphan Sung,Rat Phatthana Road,Townhouse,140.0,3.0,3.0,171,1,80.0,13.7680987256,100.6977637377,0,Unknown,2.0,4.0,2,2013,January,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",4745000
10774432,Bangkok,Phaya Thai,Sam Sen Nai,ถนน พหลโยธิน,Condo,133.0,1.0,1.0,36,3,144.0,13.78634,100.553313,2,"[['N6 Sena Ruam BTS', 710], ['N7 Saphan Kwai BTS', 920]]",3.0,7.0,13,2014,June,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3450000
10538163,Bangkok,Bang Phlat,Bang O,along the expressway Si Rat  Road-Outer Ring Road,Townhouse,253.0,2.0,2.0,145,1,208.0,13.799148,100.495681,0,Unknown,4.0,7.0,2,2018,April,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool', 'Wading pool']",5600000
10525288,Nonthaburi,Pak Kret,Khlong Phra Udom,1 หอการค้าไทย,Detached House,646.0,3.0,3.0,195,1,272.0,13.8621125,100.5143528,1,"[['PP11 Nonthaburi Civic Center MRT', 290]]",6.0,6.0,12,2000,July,[],6900000
10778438,Bangkok,Bang Khae,Bang Khae,Kallapaphruek Road,Condo,1039.0,1.0,1.0,31,10,250.0,13.6865260868,100.4202687443,0,Unknown,7.0,3.0,19,2017,July,"['Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1200000
10934758,Bangkok,Bang Kapi,Hua Mak,Hua Mak,Detached House,1188.0,3.0,3.0,156,1,228.0,13.7581683,100.647812,0,Unknown,20.0,9.0,17,2000,December,[],8900000
10965447,Samut Prakan,Bang Phli,Racha Thewa,Lat Krabang Road,Detached House,1337.0,4.0,3.0,175,1,228.0,13.714717,100.7251718,0,Unknown,7.0,12.0,10,2018,December,"['Car Park', 'Clubhouse', 'Community Garden', 'Community Plaza', 'CCTV', 'Fitness corner', 'Jogging track', 'Mini-Mart', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",7300000
11008674,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai,Phreak Sa Mai,Townhouse,1363.5,2.0,2.0,100,1,68.0,13.5706375,100.6801406,0,Unknown,10.0,3.0,2,2000,April,[],1500000
10069103,Bangkok,Suan Luang,Suan Luang,Soi Ramkhamhaeng 3/1,Condo,1390.0,1.0,1.0,29,12,140.0,13.746051,100.601775,1,"[['A5 Ramkhamhaeng Airport Link', 410]]",8.0,5.0,8,2013,December,"['Cafes', 'Car Park', 'Community Garden', 'CCTV', 'Eateries', 'Fitness corner', 'Jacuzzi', 'Mini-Mart', '24 hours security', 'Swimming pool', 'Wading pool']",1890000
10640004,Nonthaburi,Mueang Nonthaburi,Bang Rak Noi,Ratchapruek Road,Detached House,184.0,3.0,3.0,160,1,212.0,13.859576,100.455613,0,Unknown,6.0,6.0,1,2019,November,"[""Children's Playground"", 'Clubhouse', 'CCTV', 'Fitness corner', 'Pavillion', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",5700000
6478480,Bangkok,Huai Khwang,Sam Sen Nok,295 Sutthisarn Winitchai Road,Condo,485.0,2.0,2.0,76,4,150.0,13.789487,100.58892,0,Unknown,17.0,6.0,7,2008,December,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",4300000
10547246,Samut Prakan,Bang Phli,Bang Kaeo,Bangna-Trad Road,Townhouse,136.0,3.0,3.0,122,1,88.0,13.638321,100.676863,0,Unknown,3.0,3.0,7,2021,August,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",5300000
11028663,Bangkok,Watthana,Khlong Tan Nuea,Soi Sukhumvit 63,Condo,29.0,1.0,1.0,47,1,130.0,13.739541,100.588697,0,Unknown,20.0,16.0,16,2013,January,"['Car Park', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', '24 hours security', 'Swimming pool']",5800000
10605911,Bangkok,Huai Khwang,Huai Khwang,131 Rama 9 Road,Condo,1991.0,2.0,1.0,58,26,172.0,13.760072,100.569425,2,"[['BL20 Phra Ram 9 MRT', 540], ['BL19 Thailand Cultural Centre MRT', 620]]",20.0,13.0,20,2015,December,"['Car Park', 'Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Open car park', 'Pool Deck', 'Playground', '24 hours security', 'Swimming pool']",7054800
10997457,Bangkok,Huai Khwang,Bang Kapi,"Soi Petchburi 47 Intersection 2,  Phetchaburi Road",Condo,87.0,1.0,1.0,33,3,214.0,13.7462604393,100.587289,0,Unknown,20.0,12.0,13,2017,January,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",3500000
